date,model,measure,value
01-Apr-1947,uc_2m,mcse,0.0129640648562783
01-Jul-1947,uc_2m,mcse,0.0129627732568172
01-Oct-1947,uc_2m,mcse,0.0123863071401867
01-Jan-1948,uc_2m,mcse,0.0120849169506407
01-Apr-1948,uc_2m,mcse,0.0121359804986806
01-Jul-1948,uc_2m,mcse,0.011486555981745
01-Oct-1948,uc_2m,mcse,0.0112090711348491
01-Jan-1949,uc_2m,mcse,0.0142318683524452
01-Apr-1949,uc_2m,mcse,0.0170095916678133
01-Jul-1949,uc_2m,mcse,0.0174863759796237
01-Oct-1949,uc_2m,mcse,0.0237890941415684
01-Jan-1950,uc_2m,mcse,0.0171878432172017
01-Apr-1950,uc_2m,mcse,0.0147464521830093
01-Jul-1950,uc_2m,mcse,0.0118202355585376
01-Oct-1950,uc_2m,mcse,0.0114294949774707
01-Jan-1951,uc_2m,mcse,0.0111482908757458
01-Apr-1951,uc_2m,mcse,0.0111874676056428
01-Jul-1951,uc_2m,mcse,0.0122244255344578
01-Oct-1951,uc_2m,mcse,0.0106382174028712
01-Jan-1952,uc_2m,mcse,0.0106774745639041
01-Apr-1952,uc_2m,mcse,0.00940057157404716
01-Jul-1952,uc_2m,mcse,0.00884882261007936
01-Oct-1952,uc_2m,mcse,0.0134742331494912
01-Jan-1953,uc_2m,mcse,0.0153836545536561
01-Apr-1953,uc_2m,mcse,0.0153472135771323
01-Jul-1953,uc_2m,mcse,0.0119073976007082
01-Oct-1953,uc_2m,mcse,0.00692410337357445
01-Jan-1954,uc_2m,mcse,0.00565332204680141
01-Apr-1954,uc_2m,mcse,0.00574386039411733
01-Jul-1954,uc_2m,mcse,0.00552816172994151
01-Oct-1954,uc_2m,mcse,0.00549818880170574
01-Jan-1955,uc_2m,mcse,0.00868408393369396
01-Apr-1955,uc_2m,mcse,0.0101259963372393
01-Jul-1955,uc_2m,mcse,0.0115956985267136
01-Oct-1955,uc_2m,mcse,0.0113421339257462
01-Jan-1956,uc_2m,mcse,0.0088205492431894
01-Apr-1956,uc_2m,mcse,0.00965300790861362
01-Jul-1956,uc_2m,mcse,0.00777568787852552
01-Oct-1956,uc_2m,mcse,0.010102850274509
01-Jan-1957,uc_2m,mcse,0.0097493847158543
01-Apr-1957,uc_2m,mcse,0.00808890533869122
01-Jul-1957,uc_2m,mcse,0.00881485641498648
01-Oct-1957,uc_2m,mcse,0.0070918450766112
01-Jan-1958,uc_2m,mcse,0.0129770911643502
01-Apr-1958,uc_2m,mcse,0.0127544885060653
01-Jul-1958,uc_2m,mcse,0.00931944991990887
01-Oct-1958,uc_2m,mcse,0.00651151242743256
01-Jan-1959,uc_2m,mcse,0.00492602764022685
01-Apr-1959,uc_2m,mcse,0.00425749916052871
01-Jul-1959,uc_2m,mcse,0.00460934487684925
01-Oct-1959,uc_2m,mcse,0.00549129979265163
01-Jan-1960,uc_2m,mcse,0.00400395401894958
01-Apr-1960,uc_2m,mcse,0.00599489574666413
01-Jul-1960,uc_2m,mcse,0.00676155378560823
01-Oct-1960,uc_2m,mcse,0.0133050197118489
01-Jan-1961,uc_2m,mcse,0.014082910648616
01-Apr-1961,uc_2m,mcse,0.01284019677858
01-Jul-1961,uc_2m,mcse,0.011256204919423
01-Oct-1961,uc_2m,mcse,0.00975497678329022
01-Jan-1962,uc_2m,mcse,0.00858774422110539
01-Apr-1962,uc_2m,mcse,0.00961673278305489
01-Jul-1962,uc_2m,mcse,0.00952074886824279
01-Oct-1962,uc_2m,mcse,0.0118166941751476
01-Jan-1963,uc_2m,mcse,0.0120928696058276
01-Apr-1963,uc_2m,mcse,0.0126283885898355
01-Jul-1963,uc_2m,mcse,0.0107554766809896
01-Oct-1963,uc_2m,mcse,0.0125127110238325
01-Jan-1964,uc_2m,mcse,0.0109968097242716
01-Apr-1964,uc_2m,mcse,0.011495172949174
01-Jul-1964,uc_2m,mcse,0.0110452785576734
01-Oct-1964,uc_2m,mcse,0.0125474421994231
01-Jan-1965,uc_2m,mcse,0.0109312962190387
01-Apr-1965,uc_2m,mcse,0.0110385835619273
01-Jul-1965,uc_2m,mcse,0.010557571953374
01-Oct-1965,uc_2m,mcse,0.010945859958987
01-Jan-1966,uc_2m,mcse,0.0127470009657825
01-Apr-1966,uc_2m,mcse,0.0108966321837317
01-Jul-1966,uc_2m,mcse,0.0106572514705191
01-Oct-1966,uc_2m,mcse,0.010203238114301
01-Jan-1967,uc_2m,mcse,0.0101007665549353
01-Apr-1967,uc_2m,mcse,0.0081383260277435
01-Jul-1967,uc_2m,mcse,0.00822285741204966
01-Oct-1967,uc_2m,mcse,0.00766959183376838
01-Jan-1968,uc_2m,mcse,0.0101440245360532
01-Apr-1968,uc_2m,mcse,0.0117931379635987
01-Jul-1968,uc_2m,mcse,0.0114276646876677
01-Oct-1968,uc_2m,mcse,0.010314417334041
01-Jan-1969,uc_2m,mcse,0.012795774147675
01-Apr-1969,uc_2m,mcse,0.0112070069231956
01-Jul-1969,uc_2m,mcse,0.0113279563822633
01-Oct-1969,uc_2m,mcse,0.00782049823291853
01-Jan-1970,uc_2m,mcse,0.00571973214947341
01-Apr-1970,uc_2m,mcse,0.00436250278768943
01-Jul-1970,uc_2m,mcse,0.00468388417974586
01-Oct-1970,uc_2m,mcse,0.00487515432114749
01-Jan-1971,uc_2m,mcse,0.00440979801174139
01-Apr-1971,uc_2m,mcse,0.00365209705469021
01-Jul-1971,uc_2m,mcse,0.00375261812745691
