date,ucsv_sw07,ar_trend_bound,biuc_lrexp,uc_ma
01-Oct-1958,1.27572716748614,1.75994284078094,NaN,1.68861626407589
01-Jan-1959,1.77922823983891,1.77786991949119,NaN,1.72720088257491
01-Apr-1959,1.75046306241042,1.76008898119299,NaN,1.66427499596534
01-Jul-1959,1.8561426998373,1.76136989792766,NaN,1.65391335553672
01-Oct-1959,1.72946006663476,1.74838747169607,NaN,1.59265908651069
01-Jan-1960,1.41521160500881,1.71690728728284,NaN,1.48484658424499
01-Apr-1960,1.56048237745985,1.73064166619197,1.42400299286571,1.5093723144714
01-Jul-1960,1.44765723756576,1.71701218782665,1.42725001600953,1.42052849573248
01-Oct-1960,1.34357281798563,1.70522082782268,1.43345366642335,1.37058560697246
01-Jan-1961,1.01918860483354,1.67883982899666,1.43321788150374,1.26485942966404
01-Apr-1961,0.82713259048281,1.66081710623974,1.43323505223792,1.183289396827
01-Jul-1961,1.05664041074896,1.6945451560328,1.443343515777,1.25287772172557
01-Oct-1961,0.994609033315616,1.67773195202022,1.44340908576329,1.18656365618044
01-Jan-1962,1.27622989278815,1.71886457031457,1.45341832623182,1.29030764837574
01-Apr-1962,1.26942943509609,1.720845859802,1.45652915876346,1.28071405873676
01-Jul-1962,1.19105819558524,1.72400780396222,1.4593417399318,1.28809667882062
01-Oct-1962,1.19517398023763,1.75028556409795,1.46467642941423,1.29575827144811
01-Jan-1963,1.17383795825763,1.76897562077517,1.46862742162581,1.32345338235581
01-Apr-1963,1.14289400523688,1.77500139694146,1.47097685222449,1.30202262480722
01-Jul-1963,1.48016677157801,1.84480737721953,1.48164774744782,1.45394345505497
01-Oct-1963,1.47309417610128,1.86425867877383,1.48461601651536,1.44788033079688
01-Jan-1964,1.52015306015405,1.90539395025298,1.49144077097334,1.52781394042752
01-Apr-1964,1.24967182649263,1.90270136097229,1.49165899069283,1.4530304751917
01-Jul-1964,1.33039426555366,1.95349034199964,1.49898313918685,1.543124502726
01-Oct-1964,1.36937152704696,1.99608746407417,1.50395765429001,1.60292580987435
01-Jan-1965,1.45702386667766,2.04143654051992,1.50942650003564,1.69114724185475
01-Apr-1965,1.7361394013614,2.12281006524976,1.5185417404008,1.84629050415399
01-Jul-1965,1.66676411820335,2.16497146042395,1.521090214917,1.94378039415637
01-Oct-1965,1.76651440815648,2.21414055699529,1.52520864897704,2.08361780158391
01-Jan-1966,2.61666612710121,2.32639113800326,1.54013943610293,2.39187617623325
01-Apr-1966,2.90727505875522,2.39709819835312,1.54532780853473,2.55037523814162
01-Jul-1966,2.87748675226486,2.44715776755946,1.54992939507424,2.66360546237614
01-Oct-1966,2.74589568264885,2.50287886099989,1.55604475836446,2.7759724578924
01-Jan-1967,2.00579091553374,2.51240854229113,1.55137656483716,2.79726838975682
01-Apr-1967,2.348371510552,2.59004549703166,1.56080982047373,2.97081136980402
01-Jul-1967,3.28877514074902,2.68958288206061,1.57638998218712,3.24332129609173
01-Oct-1967,3.52919063091343,2.73891038327577,1.57966576945579,3.41257169773101
01-Jan-1968,3.98045152095088,2.8148764959011,1.60150254037011,3.66361911910838
01-Apr-1968,4.04511513908974,2.86115475610584,1.62999307326343,3.79720980450529
01-Jul-1968,4.13867388432257,2.91273695760484,2.23855923687562,3.94308193823735
01-Oct-1968,4.2847728566472,2.96921808167171,2.27810506197743,4.07774936941357
01-Jan-1969,4.21671624760744,2.99559780644206,2.30211023274544,4.14479390139373
01-Apr-1969,4.74573263513408,3.0675775002283,2.39672529550473,4.32988317799579
01-Jul-1969,4.75232555211702,3.09583459994602,2.44954930931539,4.38280102496267
01-Oct-1969,4.62286045431517,3.11362505639247,2.46192881561093,4.40000358552479
01-Jan-1970,4.56146052506103,3.13738653003874,2.4762534563752,4.41660903935825
01-Apr-1970,4.40983378992406,3.15825679390283,2.49307106316668,4.42599106556089
01-Jul-1970,4.18838538043317,3.16890221685278,2.6138520640112,4.3983015234049
01-Oct-1970,4.65511683467602,3.21459064684143,2.81558540497317,4.47813009754372
01-Jan-1971,4.0840523188519,3.20967346111113,2.82731022335319,4.44208986155922
01-Apr-1971,4.25879491231452,3.24256990813516,2.84957231177633,4.50215328302841
01-Jul-1971,3.8102768087278,3.25191037398857,2.8649561292123,4.51791617631542
01-Oct-1971,3.03604549320447,3.24302112853043,3.14244164051438,4.54366333411674
01-Jan-1972,3.69616615091501,3.28137015870951,3.16944550144088,4.65859303621928
01-Apr-1972,2.81535588859664,3.27411072948262,3.18069887705919,4.74156806901659
01-Jul-1972,3.4144342532934,3.30267050886138,3.20404760544149,4.90318443552983
01-Oct-1972,3.56848322501042,3.31382101777011,3.50784507755132,5.07012454843838
01-Jan-1973,4.95895626403129,3.34398531979195,3.5323148610813,5.26378500014782
01-Apr-1973,7.15612212211012,3.38467095462446,3.55693797887359,5.48888196609802
01-Jul-1973,7.38550363038948,3.39330172098747,3.5666475262432,5.67282889482076
01-Oct-1973,8.41193763050656,3.41535833097809,3.58816056828817,5.83546664024147
01-Jan-1974,11.0968548543785,3.45435754184781,3.83026734738726,5.98546775460126
01-Apr-1974,10.9777650941909,3.46251818461035,4.32041211030735,6.07420736032997
01-Jul-1974,10.5046802097313,3.46911312158793,4.46778799830249,6.15427789464256
01-Oct-1974,9.68988405817075,3.47031206345049,4.48813784709248,6.1882879952987
01-Jan-1975,7.48544626870436,3.45653133166191,4.49293754271817,6.18250107918781
01-Apr-1975,5.60092073408043,3.44423469910151,4.50975060220243,6.16124215096356
01-Jul-1975,6.95704988036397,3.47061897402387,4.55733588150074,6.19164362961715
01-Oct-1975,6.3778904226954,3.47310088334519,4.55658182018921,6.1716757025943
01-Jan-1976,4.73114220221693,3.46126136010372,4.37429301636847,6.15235435928096
01-Apr-1976,4.08069848901977,3.45757418012948,4.05058409038938,6.14900587754932
01-Jul-1976,5.80067650142811,3.48716991058917,4.1270108045929,6.23524092276675
01-Oct-1976,6.27234675976777,3.49925738513167,4.13416769878741,6.28539261322964
01-Jan-1977,6.84767573302426,3.51287953982752,4.14992795095657,6.36802487792197
01-Apr-1977,6.6374640905759,3.51069535792044,4.2392487687185,6.4097625034204
01-Jul-1977,6.13748767449423,3.50779943459131,4.40497087027643,6.45966999309207
01-Oct-1977,5.97841960650475,3.50996952061869,4.42057112828834,6.53365973923869
01-Jan-1978,6.62175722318274,3.52391904474653,4.56752049368386,6.62976369735277
01-Apr-1978,7.6117990524793,3.54409981811271,4.8409406335458,6.72365224003161
01-Jul-1978,7.25340684741717,3.53711647498432,4.85346646728815,6.76746821773858
01-Oct-1978,7.609549591589,3.54247816504222,5.03397583428316,6.84897873332742
01-Jan-1979,8.04345358472137,3.54789612291974,5.36963525752905,6.88523417613333
01-Apr-1979,9.93383956455166,3.57136485855254,5.40298952129191,6.95510840342251
01-Jul-1979,9.82883775875005,3.56482494756777,5.77239322333375,6.95904615482925
01-Oct-1979,9.90247259334426,3.55993388914283,5.78032212497198,6.92678695558029
01-Jan-1980,10.841671826586,3.57576104372688,5.79626273023719,6.88340801306085
01-Apr-1980,9.88010356043941,3.55801546709299,5.78531887766379,6.77770691705523
01-Jul-1980,9.47491386078172,3.55618650273112,5.78577776124484,6.67778376141836
01-Oct-1980,9.53792287933849,3.56021895049691,6.00131986544924,6.53916409860085
01-Jan-1981,9.30287991188439,3.56260941914518,6.4144122000667,6.39443860824903
01-Apr-1981,7.26923702142939,3.52711816272687,6.23624815252965,6.16597486224697
01-Jul-1981,6.59389501250456,3.52817947060834,6.06980354163232,5.96418429833926
01-Oct-1981,5.9764683534549,3.51944659041679,6.11232178835329,5.72972799103913
01-Jan-1982,5.19519885857656,3.49554227075117,5.7309444230174,5.51016796328701
01-Apr-1982,4.63853898356957,3.47602333033443,5.44988182225705,5.29454145961806
01-Jul-1982,5.18498443784098,3.49090560699217,5.44081187649965,5.13039087246642
01-Oct-1982,4.45671154229258,3.46373784191608,5.30659911006044,4.90153420292985
01-Jan-1983,3.88944909231412,3.44638727730621,5.10948561538541,4.71026669952541
01-Apr-1983,3.92596513792958,3.4358051215734,5.25728351320194,4.55630451344392
01-Jul-1983,4.2118057799796,3.43620780198918,5.28169628583053,4.44852938360813
01-Oct-1983,3.58868989505356,3.40076022983833,5.26509744101747,4.25148625040606
01-Jan-1984,3.82618852143765,3.39969796601727,5.20881396167417,4.16001076181488
01-Apr-1984,3.65705458692032,3.37782946475239,5.13226047274527,4.00812538355385
01-Jul-1984,3.33844048662661,3.35126919723465,4.81955894612168,3.89537963321951
01-Oct-1984,3.19925245410599,3.32483040731831,4.56879077179294,3.76237673974767
01-Jan-1985,3.60217831365034,3.32876058714204,4.33632008246299,3.74217797941346
01-Apr-1985,3.27670001745297,3.30069926565304,4.38791043148055,3.62368634435365
01-Jul-1985,3.04563681091266,3.28338257829116,4.50484490073123,3.55158174304302
01-Oct-1985,2.77893025588664,3.268328403753,4.43812790862163,3.45941075040668
01-Jan-1986,2.49180435285949,3.254412179502,4.21987766432515,3.39872779173678
01-Apr-1986,1.82697631972934,3.21650685033325,4.17380474775444,3.29722083092178
01-Jul-1986,2.32252771304803,3.23323284793204,4.09081430804458,3.35292800416574
01-Oct-1986,2.73525704229504,3.23936669029004,4.07384716939007,3.37901537690881
01-Jan-1987,3.28906869769574,3.25425854221556,4.17567719023666,3.48681594986562
01-Apr-1987,3.52096046244589,3.25561953626757,4.17557614990059,3.53603786902206
01-Jul-1987,3.60538384242385,3.24610452485439,4.26762241402987,3.58874676084318
01-Oct-1987,3.5989494616041,3.23582175119492,4.06249050259588,3.61924307277378
01-Jan-1988,3.67989458039716,3.22835532726395,4.09631233116757,3.64294584405142
01-Apr-1988,4.05487490950313,3.24226392705029,3.97675597909008,3.74178133470503
01-Jul-1988,4.25611830779084,3.23967736522415,3.88861438889582,3.80212987360904
01-Oct-1988,4.18719596685406,3.22313880745988,3.72231616008985,3.78749768858918
01-Jan-1989,4.26360342763945,3.20763661759177,3.71763179422454,3.79493247170034
01-Apr-1989,4.24640254868165,3.18879697741466,3.72567381901647,3.78089925087131
01-Jul-1989,3.77265711035523,3.13375484338808,3.5718588170891,3.67917577593162
01-Oct-1989,3.85697963226537,3.11318476642017,3.42244646003898,3.6332419071212
01-Jan-1990,4.22120637301937,3.10487266762512,3.26925165298605,3.64452337136882
01-Apr-1990,4.00503229448681,3.05097149217262,3.36326967313136,3.53396248037211
01-Jul-1990,4.07516422320762,3.02391432808137,3.41754261606432,3.47340360275264
01-Oct-1990,3.84682330888619,2.97184114471242,3.35415596719856,3.35307598460423
01-Jan-1991,3.05872978180134,2.87382448617399,3.32595238800959,3.12371363644063
01-Apr-1991,2.78927605520627,2.81236821969538,3.31252407930723,3.01759760868077
01-Jul-1991,2.77644027491502,2.77089770109484,3.14475724554381,2.92084337264819
01-Oct-1991,2.75338923974722,2.72772047193642,3.07153809863551,2.84272625080797
01-Jan-1992,2.64650803396874,2.66681947022168,2.87940104063298,2.74716745722134
01-Apr-1992,2.62373515588201,2.6214740454035,2.95943043609588,2.69164959295973
01-Jul-1992,2.58047552036874,2.57089217101628,2.85463755091161,2.59647368024314
01-Oct-1992,2.57116883853663,2.53373218246757,2.75663007871567,2.56945285674101
01-Jan-1993,2.44624856493744,2.46986254370192,2.68007751760152,2.43959466242852
01-Apr-1993,2.3813951913839,2.43239584139101,2.75969171184537,2.42023871331053
01-Jul-1993,2.14763572293427,2.34213863814964,2.6119657873702,2.24084646506612
01-Oct-1993,2.13603772003008,2.31373856667224,2.59842345365642,2.24732661940115
01-Jan-1994,2.00105626041763,2.24572212355468,2.57829789102166,2.1196797186444
01-Apr-1994,2.15969380340578,2.24254237764445,2.59535315883012,2.17735334087004
01-Jul-1994,2.27740198223019,2.23852283313229,2.58590782710407,2.22098395536046
01-Oct-1994,2.09786314191114,2.16236129926581,2.56330712334971,2.0915980384398
01-Jan-1995,2.0579760995853,2.13108308034554,2.45648119596105,2.07854856100486
01-Apr-1995,2.0729194314735,2.106841574584,2.45689888802119,2.08746080230595
01-Jul-1995,1.93465544903907,2.05026872944433,2.36459792841308,1.97324265556183
01-Oct-1995,1.95591059545725,2.02905375518863,2.25938925497643,1.97435085426968
01-Jan-1996,2.09210672782985,2.02459939294418,2.24422209591604,1.99773120556071
01-Apr-1996,2.17939298725686,2.01178167555794,2.23431326496713,2.03206729209603
01-Jul-1996,1.99984668920293,1.94476900886161,2.21924527943029,1.87365918470599
01-Oct-1996,2.05556083584664,1.92893525699678,2.21130878857987,1.87560666312538
01-Jan-1997,1.7189801151148,1.85015470215187,2.19461869340438,1.67795882192231
01-Apr-1997,1.3587347329233,1.7801236720665,2.11530346568112,1.51366392430035
01-Jul-1997,1.20276470129472,1.7432159855325,2.15243518270008,1.39266704520655
01-Oct-1997,1.09491635511997,1.71873744433578,1.99713859076667,1.33992853375479
01-Jan-1998,0.813029938242761,1.67237515460386,1.95308001068499,1.22795910132415
01-Apr-1998,0.937845338052977,1.6887527000005,1.90310816905794,1.28401291925184
01-Jul-1998,1.13565300672838,1.71472969583669,1.8934811991405,1.34831723835827
01-Oct-1998,1.21605081434604,1.73508387480196,1.88641823775026,1.42026718274489
01-Jan-1999,1.36071814640939,1.76053738799415,1.8203269206618,1.51035718327273
01-Apr-1999,1.83224428989983,1.83806052052971,1.88762988821542,1.74671378245757
01-Jul-1999,2.04526848450868,1.88437222016925,1.89130726898113,1.85441160769538
01-Oct-1999,2.24003656884837,1.92765060977453,1.89579149774233,1.95744604131447
01-Jan-2000,2.40633228105921,1.96874367097186,1.8983639472218,2.06643665196697
01-Apr-2000,2.23193106241431,1.9562001192937,1.89567018790649,2.01185964153929
01-Jul-2000,2.26559124924239,1.97193372284215,1.89559384137959,2.05382433738123
01-Oct-2000,2.20077888194943,1.97249280063928,1.89408700199158,1.99785254370816
01-Jan-2001,2.1543544065407,1.98382915624972,1.89434882530132,1.98409425448808
01-Apr-2001,1.83306064571031,1.95444555340179,1.89245300871485,1.88856863078548
01-Jul-2001,1.4596567047656,1.92186862427741,1.88964702186742,1.79107143358883
01-Oct-2001,1.39074549294131,1.92486707116862,1.89944278920358,1.79122615263724
01-Jan-2002,1.58158313734215,1.95681264205692,1.89017481439571,1.8344802724421
01-Apr-2002,1.93000162672647,2.00644022822692,1.89150369484583,1.95148767221662
01-Jul-2002,1.98262568246586,2.0183965118298,1.89021848929819,1.9909156264831
01-Oct-2002,2.02549071781562,2.03833991717779,1.88104885948332,2.03164355925022
01-Jan-2003,2.1180257776152,2.07195831123766,1.89198418710419,2.13372601111464
01-Apr-2003,1.99609649984296,2.07027369063249,1.89081256736926,2.09898583909005
01-Jul-2003,2.19617724854249,2.11609727153593,1.89402475896628,2.22262352021577
01-Oct-2003,2.28247598274156,2.13586116046983,1.89417467030307,2.25951103738279
01-Jan-2004,2.44549430651002,2.17222033727604,1.89550721970795,2.35995620931278
01-Apr-2004,2.47977790835909,2.18858945930063,1.8953025767004,2.39341882190081
01-Jul-2004,2.49311879539203,2.19649068103284,1.89467144993499,2.41464621715455
01-Oct-2004,2.6264732415862,2.22289462216657,1.89547296088307,2.48486937268042
01-Jan-2005,2.61980616962141,2.22462173795864,1.88668277647916,2.4749815613011
01-Apr-2005,2.68376433782833,2.23573767451266,1.8942989570642,2.51590982904824
01-Jul-2005,2.80501525075914,2.24880168082315,1.89492689635864,2.57985482934876
01-Oct-2005,2.73825100099709,2.2379904151434,1.8941870704976,2.55947337602246
01-Jan-2006,2.63797164715653,2.22617886463596,1.89264801233118,2.53286875584177
01-Apr-2006,2.64512048366562,2.22404816114911,1.89175733929827,2.51363619589201
01-Jul-2006,2.54454896715933,2.20848438873138,1.88913362490839,2.47106242294349
01-Oct-2006,2.3496206908596,2.18286091741585,1.88454229728113,2.39451640329433
01-Jan-2007,2.53324333646334,2.19015158956385,1.86889747251709,2.41290284235347
01-Apr-2007,2.54697763438399,2.17878540474236,1.86784061413927,2.38794262709167
01-Jul-2007,2.48924050120913,2.16049997697722,1.88364828539474,2.34814415120668
01-Oct-2007,2.53082830188114,2.14544066048365,1.88689520227356,2.34235521931356
01-Jan-2008,2.43773042041979,2.13086681242146,1.90392608650144,2.29099359339758
01-Apr-2008,2.35660132144872,2.10888364598258,1.90529368891268,2.24200418770404
01-Jul-2008,2.17775833999194,2.07768778316064,1.90479009240343,2.18955889474573
01-Oct-2008,1.43609731144991,2.03297229709999,1.90178168598488,2.08116954597738
01-Jan-2009,1.5552428348479,2.01765816689365,1.90085430252754,2.05023094655973
01-Apr-2009,1.83795249199137,2.0112027079939,1.90902111990534,2.04215602388281
01-Jul-2009,1.96520052624787,2.00066610745593,1.88783394403287,2.02677955347655
01-Oct-2009,1.99978757270963,1.98493146125882,1.8766326897218,2.01748232279531
01-Jan-2010,1.89076492240935,1.96340819307099,1.87220661820464,1.974504896895
01-Apr-2010,1.82604360451624,1.94518168842075,1.87584225750307,1.96479445648039
01-Jul-2010,1.88268758463073,1.93573470538146,1.866365698295,1.97300589124666
01-Oct-2010,2.08814134695863,1.93906858360877,1.85214739169878,2.01635842047661
01-Jan-2011,2.225272390157,1.93342095827585,1.86912551792372,2.02508272450699
01-Apr-2011,2.24248926054975,1.92194064347189,1.89700027029489,2.01346102615696
01-Jul-2011,2.00803296199684,1.88894997875369,1.89342400183925,1.9118243951086
01-Oct-2011,1.85732730590779,1.86238920054506,1.8761098082493,1.82896582821836
01-Jan-2012,1.83023893661753,1.84446266849815,1.87328956055819,1.79593420274286
01-Apr-2012,1.61519403356531,1.80487054475133,1.87574890132028,1.67844506947451
01-Jul-2012,1.55153427819312,1.78403445125706,1.87054819863351,1.62516273914768
01-Oct-2012,1.57418938605508,1.77895665541907,1.84942990795892,1.59110207132508
01-Jan-2013,1.41922523669755,1.75784767193904,1.82674803756685,1.51012147707291
01-Apr-2013,1.25433504450667,1.7242524481149,1.82024118963377,1.41550690384192
01-Jul-2013,1.35300604630952,1.72757817507049,1.81772368475536,1.43306152770823
01-Oct-2013,1.36452103747876,1.71275219116632,1.81551763439207,1.39147377453565
01-Jan-2014,1.36766419704593,1.71434093962553,1.8142281912959,1.36478246253147
01-Apr-2014,1.24549896482877,1.70610413585323,1.81288906353509,1.30239041679109
01-Jul-2014,0.965042413635421,1.68796802617409,1.81137914841811,1.23247305310372
01-Oct-2014,0.583688201288326,1.66904567198203,1.80955911502984,1.15891016872513
01-Jan-2015,0.427337290998843,1.66038511962943,1.80803264648286,1.10761454086546
01-Apr-2015,0.85301725508344,1.69996726029071,1.8057446958884,1.19394180149988
01-Jul-2015,0.845754744070609,1.70576012898487,1.80732639167076,1.19846060147132
01-Oct-2015,0.735595102259574,1.70297456173934,1.79142719576176,1.23237261832037
01-Jan-2016,0.951295567635673,1.72746536668138,1.80432795420385,1.29592257051049
01-Apr-2016,1.45986872849735,1.77791500827609,1.81365128921241,1.42908758820074
01-Jul-2016,1.4858449437652,1.79409099692049,1.81727222061464,1.48079660244861
01-Oct-2016,1.63247892544463,1.82110822601044,1.82191548851103,1.56333739096196
01-Jan-2017,1.73046705545977,1.84985305228218,1.84181187658634,1.64228943214326
01-Apr-2017,1.49884561658029,1.85467046530856,1.84076988555858,1.62090054059734
01-Jul-2017,1.67398773300907,1.89046843145852,1.82691709422513,1.71346444200835
01-Oct-2017,2.02218353661677,1.93061757283504,1.82734010245487,1.82395331891939
01-Jan-2018,2.18459515897399,1.96443338593723,1.82820243808095,1.88656360235708
01-Apr-2018,1.93825242149443,1.97929854893787,1.82928613345746,1.89051830577318
01-Jul-2018,1.6114446121242,1.99359726270274,1.83089713290284,1.8786511519837
01-Oct-2018,1.51177147941216,2.01770179533166,1.83300300434753,1.90864188001442
01-Jan-2019,1.31969809705751,2.03966139694017,1.83486597293635,1.91982828388948
01-Apr-2019,1.6522959920797,2.08422950952516,1.83793237374022,2.01672077808279
01-Jul-2019,1.30710913029643,2.10485222334535,1.8396974893483,2.05974710685186
01-Oct-2019,1.39027961899722,2.14213378692456,1.84096415815787,2.15615628439964
01-Jan-2020,1.19907588975478,2.17526806489045,1.84058774267827,2.27064674039774
01-Apr-2020,0.369765556902009,2.19183873424879,1.8084286384141,2.3641432142061
01-Jul-2020,2.32069572921791,2.25787498831574,1.81354291655116,2.56392470034816
01-Oct-2020,2.63674630797343,2.29288207704001,1.83338922246987,2.71885335999491
01-Jan-2021,4.24681575903853,2.34530428648016,1.88053859340981,2.89326329987982
01-Apr-2021,5.44357850844456,2.39638064012717,1.91609375935498,3.05051257518387
01-Jul-2021,5.61304667576693,2.42744227561236,1.95628888336879,3.16673338583856
01-Oct-2021,6.40042715664233,2.47389306513553,1.99681264696887,3.27762603871934
01-Jan-2022,6.93571734212504,2.51208849310073,1.98406821527899,3.33727381949737
01-Apr-2022,6.59243849313431,2.53563393726488,2.05070449131304,3.35955681636565
01-Jul-2022,4.90179675560633,2.52840793692122,2.06745690829337,3.33464270380109
01-Oct-2022,4.17956506220437,2.53665492181013,2.10381586993348,3.28454067933458
01-Jan-2023,3.72973287833268,2.55021049590601,1.97439611610776,3.2139302023313
01-Apr-2023,3.07803605449205,2.54843969521869,1.9800099541854,3.13269847704534
01-Jul-2023,2.72346604776507,2.55402423461681,1.97218227442839,3.08775940467512
01-Oct-2023,2.31835939481143,2.55259415615909,1.97309642257869,3.02396880087607
01-Jan-2024,3.0161493838047,2.59107322231969,1.91347192148627,3.04260384093353
01-Apr-2024,2.55655040282298,2.5833617504616,1.9367837745144,2.98555506527614
01-Jul-2024,2.11618941528432,2.58185717678608,1.93619521260377,2.96828294051056
01-Oct-2024,2.52717383576563,2.60903687657856,1.94179937111026,3.00693401421769
01-Jan-2025,2.97719716429564,2.63796742504803,1.9500637828083,3.08530745618288
01-Apr-2025,2.48289042483491,2.63857821636481,1.97569511261964,3.07687269104885
01-Jul-2025,2.8102424041816,2.66679966866265,1.9807841359836,3.16457623172813
01-Oct-2025,3.136199511543,2.68719414767433,1.98343707539683,3.22897475629448
01-Jan-2026,4.22695131406662,2.73226154483478,1.98698675235452,3.34503538416049
01-Apr-2026,4.75709159537511,2.76187417228947,NaN,3.41166393537504
